,id,target,#palabras,#palabras_unicas,#caracteres,#stopwords,#puntuacion,#capitalize,#mayusculas,#silabas,promedio_len_word,#caracteres_especiales,#palabras_binned,#palabras_unicas_binned,#caracteres_binned,#stopwords_binned,#puntuacion_binned,#capitalize_binned,#mayusculas_binned,#silabas_binned,#caracteres_especiales_binned
991,1440,True,3,3,18,0,0,0,0,5,4.666666666666667,0,0,0,0,0,0,0,0,0,0
992,1441,False,9,9,57,3,1,1,1,13,5.222222222222222,1,0,0,1,1,0,0,0,0,0
993,1443,False,5,5,34,1,3,3,1,9,5.6,3,0,0,0,0,1,1,0,0,1
994,1444,False,3,3,24,0,1,0,0,7,6.666666666666667,1,0,0,0,0,0,0,0,0,0
995,1445,False,4,4,27,0,4,3,0,6,5.5,4,0,0,0,0,1,1,0,0,1
996,1447,False,23,22,134,8,7,1,0,26,4.782608695652174,7,3,3,4,2,2,0,0,3,2
997,1448,False,14,14,88,5,1,3,0,22,5.214285714285714,1,1,2,2,1,0,1,0,2,0
998,1449,False,11,11,61,5,7,2,1,16,4.454545454545454,7,1,1,1,1,2,1,0,1,2
999,1450,False,18,18,93,7,9,1,1,18,4.111111111111111,9,2,3,2,2,2,0,0,1,2
1000,1452,False,11,11,73,2,4,2,2,18,5.545454545454546,4,1,1,1,0,1,1,0,1,1
1001,1453,False,15,15,86,4,4,3,1,21,4.666666666666667,4,2,2,2,1,1,1,0,2,1
1002,1454,False,20,20,104,9,1,2,0,25,4.15,1,3,3,3,2,0,1,0,2,0
1003,1455,False,14,14,79,5,12,1,0,18,4.571428571428571,12,1,2,2,1,2,0,0,1,2
1004,1456,False,9,9,55,0,1,1,2,12,5.0,1,0,0,1,0,0,0,0,0,0
1005,1458,True,21,19,112,5,6,5,2,30,4.285714285714286,6,3,3,3,1,2,2,0,3,2
1006,1459,False,21,19,117,5,5,6,0,25,4.523809523809524,5,3,3,4,1,2,2,0,2,2
1007,1460,False,25,23,134,8,4,6,0,28,4.32,4,3,3,4,2,1,2,0,3,1
1008,1463,False,26,25,134,8,5,1,0,28,4.115384615384615,5,3,3,4,2,2,0,0,3,2
1009,1464,False,18,16,94,6,5,0,0,22,4.166666666666667,5,2,2,2,2,2,0,0,2,2
1010,1466,False,10,9,50,1,2,2,1,11,3.9,2,0,0,0,0,0,1,0,0,0
1011,1467,False,21,20,103,9,2,0,0,19,3.857142857142857,2,3,3,3,2,0,0,0,1,0
1012,1470,False,21,20,118,4,13,7,1,28,4.571428571428571,13,3,3,4,1,2,2,0,3,2
1013,1472,False,12,11,55,7,0,1,1,16,3.5,0,1,1,1,2,0,0,0,1,0
1014,1473,True,12,12,81,0,17,5,0,16,5.666666666666667,17,1,1,2,0,2,2,0,1,2
1015,1474,True,6,6,43,2,2,2,0,12,6.0,2,0,0,0,0,0,1,0,0,0
1016,1475,False,9,9,47,2,1,0,0,13,4.111111111111111,1,0,0,0,0,0,0,0,0,0
1017,1477,False,11,10,58,2,2,1,0,14,4.181818181818182,2,1,1,1,0,0,0,0,0,0
1018,1479,True,15,14,82,5,1,1,0,23,4.4,1,2,2,2,1,0,0,0,2,0
1019,1480,False,18,17,111,2,0,15,0,27,5.111111111111111,0,2,2,3,0,0,2,0,3,0
1020,1482,False,8,8,60,0,4,5,2,11,6.375,4,0,0,1,0,1,2,0,0,1
1021,1483,False,13,11,77,1,0,11,1,19,4.846153846153846,0,1,1,2,0,0,2,0,1,0
1022,1484,False,11,11,78,0,0,11,0,17,6.0,0,1,1,2,0,0,2,0,1,0
1023,1485,False,9,9,40,5,2,0,0,11,3.3333333333333335,2,0,0,0,1,0,0,0,0,0
1024,1486,False,9,9,58,0,4,7,1,11,5.333333333333333,4,0,0,1,0,1,2,0,0,1
1025,1487,False,10,9,55,4,1,2,0,17,4.4,1,0,0,1,1,0,1,0,1,0
1026,1488,False,18,18,96,5,4,7,2,17,4.277777777777778,4,2,3,3,1,1,2,0,1,1
1027,1491,False,2,2,12,0,1,0,2,4,4.5,1,0,0,0,0,0,0,0,0,0
1028,1493,False,26,20,118,13,0,0,0,38,3.5,0,3,3,4,2,0,0,0,3,0
1029,1494,False,21,21,138,4,5,3,1,38,5.523809523809524,5,3,3,4,1,2,1,0,3,2
1030,1495,False,11,11,78,0,0,11,0,18,6.0,0,1,1,2,0,0,2,0,1,0
1031,1497,False,23,23,134,9,0,1,1,31,4.782608695652174,0,3,3,4,2,0,0,0,3,0
1032,1498,False,12,12,82,0,0,12,0,17,5.75,0,1,1,2,0,0,2,0,1,0
1033,1499,False,11,10,77,0,0,11,0,13,5.909090909090909,0,1,1,2,0,0,2,0,0,0
1034,1500,False,5,5,25,1,0,0,0,6,3.8,0,0,0,0,0,0,0,0,0,0
1035,1501,False,9,9,56,0,0,8,1,17,5.111111111111111,0,0,0,1,0,0,2,0,1,0
1036,1502,False,18,18,118,5,5,2,1,29,5.5,5,2,3,4,1,2,1,0,3,2
1037,1503,False,21,20,103,9,1,2,1,26,3.8095238095238093,1,3,3,3,2,0,1,0,3,0
1038,1504,False,2,2,11,0,0,0,0,4,4.0,0,0,0,0,0,0,0,0,0,0
1039,1505,False,16,16,116,2,7,1,0,26,6.1875,7,2,2,4,0,2,0,0,3,2
1040,1506,False,13,13,116,0,10,2,1,23,7.769230769230769,10,1,1,4,0,2,1,0,2,2
1041,1507,False,12,12,76,0,0,12,0,17,5.25,0,1,1,2,0,0,2,0,1,0
1042,1508,False,12,12,81,0,0,12,0,20,5.666666666666667,0,1,1,2,0,0,2,0,2,0
1043,1509,False,8,8,41,2,3,1,0,11,4.0,3,0,0,0,0,1,0,0,0,1
1044,1510,False,12,12,68,4,6,1,0,13,4.583333333333333,6,1,1,1,1,2,0,0,0,2
1045,1511,False,11,11,78,0,0,11,0,17,6.0,0,1,1,2,0,0,2,0,1,0
1046,1513,False,26,24,140,11,4,2,0,31,4.346153846153846,4,3,3,4,2,1,1,0,3,1
1047,1514,False,10,9,62,2,1,1,0,15,5.1,1,0,0,1,0,0,0,0,1,0
1048,1515,False,8,8,48,1,2,1,0,10,4.875,2,0,0,0,0,0,0,0,0,0
1049,1518,False,8,8,37,2,0,1,0,9,3.5,0,0,0,0,0,0,0,0,0,0
1050,1519,False,20,18,105,8,5,1,0,32,4.2,5,3,3,3,2,2,0,0,3,2
1051,1520,False,13,13,92,0,1,11,1,18,6.0,1,1,1,2,0,0,2,0,1,0
1052,1521,False,17,15,111,0,3,0,0,23,5.470588235294118,3,2,2,3,0,1,0,0,2,1
1053,1522,False,11,11,80,0,0,11,0,16,6.181818181818182,0,1,1,2,0,0,2,0,1,0
1054,1523,False,6,6,37,0,2,1,0,10,5.0,2,0,0,0,0,0,0,0,0,0
1055,1524,False,15,15,97,2,5,3,1,23,5.4,5,2,2,3,0,2,1,0,2,2
1056,1525,False,12,12,87,1,0,11,0,17,6.166666666666667,0,1,1,2,0,0,2,0,1,0
1057,1526,False,18,18,117,4,1,5,0,31,5.444444444444445,1,2,3,4,1,0,2,0,3,0
1058,1527,False,13,13,81,0,0,13,0,16,5.153846153846154,0,1,1,2,0,0,2,0,1,0
1059,1530,False,19,19,103,5,3,5,1,26,4.315789473684211,3,3,3,3,1,1,2,0,3,1
1060,1531,False,9,9,68,0,6,5,0,15,6.444444444444445,6,0,0,1,0,2,2,0,1,2
1061,1532,True,18,17,93,6,5,1,1,19,4.111111111111111,5,2,2,2,2,2,0,0,1,2
1062,1533,False,10,10,49,6,0,0,0,14,3.8,0,0,1,0,2,0,0,0,0,0
1063,1534,True,9,8,57,3,0,1,0,11,5.222222222222222,0,0,0,1,1,0,0,0,0,0
1064,1535,True,21,18,115,7,6,5,0,27,4.428571428571429,6,3,3,3,2,2,2,0,3,2
1065,1537,False,6,6,37,0,1,0,5,11,5.0,1,0,0,0,0,0,0,0,0,0
1066,1538,False,7,7,39,0,0,0,7,11,4.428571428571429,0,0,0,0,0,0,0,0,0,0
1067,1540,False,14,13,68,5,1,0,0,18,3.7857142857142856,1,1,1,1,1,0,0,0,1,0
1068,1543,False,7,7,36,2,1,1,0,10,4.0,1,0,0,0,0,0,0,0,0,0
1069,1544,False,7,7,43,4,2,1,0,12,5.0,2,0,0,0,1,0,0,0,0,0
1070,1545,True,10,10,66,0,1,8,1,19,5.5,1,0,1,1,0,0,2,0,1,0
1071,1546,False,5,5,23,1,1,1,0,7,3.4,1,0,0,0,0,0,0,0,0,0
1072,1547,False,15,14,71,4,7,3,2,21,3.6666666666666665,7,2,2,1,1,2,1,0,2,2
1073,1549,True,13,12,68,7,1,1,0,17,4.153846153846154,1,1,1,1,2,0,0,0,1,0
1074,1553,False,9,9,34,4,3,0,0,9,2.6666666666666665,3,0,0,0,1,1,0,0,0,1
1075,1554,True,10,10,66,0,1,8,1,19,5.5,1,0,1,1,0,0,2,0,1,0
1076,1555,True,6,6,37,0,0,1,0,10,5.0,0,0,0,0,0,0,0,0,0,0
1077,1556,True,21,19,114,6,3,4,0,30,4.380952380952381,3,3,3,3,2,1,1,0,3,1
1078,1558,False,5,5,25,1,3,0,0,8,3.8,3,0,0,0,0,1,0,0,0,1
1079,1559,False,9,9,47,2,8,1,0,11,4.111111111111111,8,0,0,0,0,2,0,0,0,2
1080,1560,True,21,19,88,3,0,3,3,21,3.142857142857143,0,3,3,2,1,0,1,0,2,0
1081,1561,True,29,26,136,13,3,5,1,37,3.6551724137931036,3,3,3,4,2,1,2,0,3,1
1082,1562,False,8,8,42,1,0,0,0,11,4.125,0,0,0,0,0,0,0,0,0,0
1083,1567,True,5,5,35,2,2,2,0,8,5.8,2,0,0,0,0,0,1,0,0,0
1084,1568,False,5,5,32,2,1,1,0,9,5.2,1,0,0,0,0,0,0,0,0,0
1085,1569,True,19,18,115,5,6,6,1,30,5.0,6,3,3,3,1,2,2,0,3,2
1086,1570,False,8,8,37,2,1,1,0,11,3.5,1,0,0,0,0,0,0,0,0,0
1087,1572,False,17,17,90,6,3,2,0,23,4.235294117647059,3,2,2,2,2,1,1,0,2,1
1088,1573,True,10,10,67,1,6,2,6,13,5.6,6,0,1,1,0,2,1,0,0,2
1089,1574,True,15,13,76,4,3,4,1,15,4.0,3,2,1,2,1,1,1,0,1,1
1090,1575,True,21,18,115,7,6,5,0,27,4.428571428571429,6,3,3,3,2,2,2,0,3,2
1091,1576,False,24,23,121,8,5,5,3,29,4.0,5,3,3,4,2,2,2,0,3,2
1092,1577,False,5,5,23,1,3,1,0,5,3.4,3,0,0,0,0,1,0,0,0,1
1093,1579,False,23,22,128,5,6,7,1,27,4.521739130434782,6,3,3,4,1,2,2,0,3,2
1094,1580,False,4,4,26,1,1,1,1,7,5.25,1,0,0,0,0,0,0,0,0,0
1095,1582,True,16,15,97,4,7,4,0,24,5.0,7,2,2,3,1,2,1,0,2,2
1096,1585,True,16,16,84,3,4,4,2,23,4.1875,4,2,2,2,1,1,1,0,2,1
1097,1587,False,9,9,61,2,3,3,0,19,5.666666666666667,3,0,0,1,0,1,1,0,1,1
1098,1588,False,7,7,43,1,1,1,1,9,5.0,1,0,0,0,0,0,0,0,0,0
1099,1590,True,21,19,115,6,4,5,3,28,4.428571428571429,4,3,3,3,2,1,2,0,3,1
1100,1591,True,7,7,53,3,9,1,0,11,6.428571428571429,9,0,0,0,1,2,0,0,0,2
1101,1593,True,22,20,137,9,1,1,0,28,5.181818181818182,1,3,3,4,2,0,0,0,3,0
1102,1594,True,23,22,138,5,5,3,1,29,4.956521739130435,5,3,3,4,1,2,1,0,3,2
1103,1595,True,19,18,111,4,1,5,0,22,4.7894736842105265,1,3,3,3,1,0,2,0,2,0
1104,1596,True,26,25,130,9,2,3,0,38,3.923076923076923,2,3,3,4,2,0,1,0,3,0
1105,1597,False,3,3,19,0,4,1,0,4,5.0,4,0,0,0,0,1,0,0,0,1
1106,1599,False,20,20,110,9,1,4,0,25,4.45,1,3,3,3,2,0,1,0,2,0
1107,1600,True,14,14,100,1,10,2,0,23,6.0,10,1,2,3,0,2,1,0,2,2
1108,1601,False,19,17,118,7,4,3,0,31,5.157894736842105,4,3,2,4,2,1,1,0,3,1
1109,1602,False,2,2,14,0,0,0,0,4,5.5,0,0,0,0,0,0,0,0,0,0
1110,1603,True,6,6,40,2,1,3,0,10,5.5,1,0,0,0,0,0,1,0,0,0
1111,1604,True,11,11,79,0,1,6,2,19,6.090909090909091,1,1,1,2,0,0,2,0,1,0
1112,1605,False,16,16,75,4,2,2,0,15,3.625,2,2,2,1,1,0,1,0,1,0
1113,1607,False,6,6,38,0,5,1,1,9,5.166666666666667,5,0,0,0,0,2,0,0,0,2
1114,1608,False,21,20,128,8,8,7,1,29,5.0476190476190474,8,3,3,4,2,2,2,0,3,2
1115,1609,False,18,18,112,3,2,4,3,30,5.166666666666667,2,2,3,3,1,0,1,0,3,0
1116,1610,True,14,14,84,6,4,1,0,20,4.928571428571429,4,1,2,2,2,1,0,0,2,1
1117,1611,False,14,13,82,6,5,1,1,20,4.785714285714286,5,1,1,2,2,2,0,0,2,2
1118,1613,False,7,7,38,2,0,2,0,12,4.285714285714286,0,0,0,0,0,0,1,0,0,0
1119,1614,True,14,14,80,5,0,1,1,15,4.642857142857143,0,1,2,2,1,0,0,0,1,0
1120,1615,True,19,18,102,10,1,0,1,27,4.315789473684211,1,3,3,3,2,0,0,0,3,0
1121,1617,True,6,6,41,0,3,3,1,7,5.666666666666667,3,0,0,0,0,1,1,0,0,1
1122,1618,False,25,22,115,14,0,1,0,25,3.56,0,3,3,3,2,0,0,0,2,0
1123,1619,False,9,9,56,1,0,6,1,12,5.111111111111111,0,0,0,1,0,0,2,0,0,0
1124,1621,True,23,23,119,6,3,6,2,28,4.130434782608695,3,3,3,4,2,1,2,0,3,1
1125,1622,False,7,7,51,1,2,1,1,14,6.0,2,0,0,0,0,0,0,0,0,0
1126,1623,True,13,13,72,5,3,1,0,15,4.461538461538462,3,1,1,1,1,1,0,0,1,1
1127,1625,True,13,13,76,3,1,5,0,23,4.769230769230769,1,1,1,2,1,0,2,0,2,0
1128,1626,True,23,22,141,4,5,5,2,34,5.086956521739131,5,3,3,4,1,2,2,0,3,2
1129,1627,False,7,7,33,2,0,1,1,8,3.5714285714285716,0,0,0,0,0,0,0,0,0,0
1130,1628,False,3,3,19,0,0,0,0,5,5.0,0,0,0,0,0,0,0,0,0,0
1131,1631,True,13,13,77,3,1,8,0,19,4.846153846153846,1,1,1,2,1,0,2,0,1,0
1132,1632,True,18,18,101,5,6,1,0,20,4.555555555555555,6,2,3,3,1,2,0,0,2,2
1133,1633,True,11,11,71,3,0,2,0,19,5.363636363636363,0,1,1,1,1,0,1,0,1,0
1134,1634,True,22,19,142,9,1,4,0,36,5.409090909090909,1,3,3,4,2,0,1,0,3,0
1135,1636,True,21,19,115,9,0,4,1,29,4.428571428571429,0,3,3,3,2,0,1,0,3,0
1136,1637,True,16,16,105,5,2,0,0,30,5.5,2,2,2,3,1,0,0,0,3,0
1137,1638,True,19,17,118,7,3,2,0,31,5.157894736842105,3,3,2,4,2,1,1,0,3,1
1138,1639,True,12,12,79,3,1,2,0,22,5.5,1,1,1,2,1,0,1,0,2,0
1139,1643,True,16,16,122,2,4,5,0,25,6.5625,4,2,2,4,0,1,2,0,2,1
1140,1644,True,13,13,91,1,6,4,2,25,5.846153846153846,6,1,1,2,0,2,1,0,2,2
1141,1645,True,9,9,50,4,2,1,0,16,4.444444444444445,2,0,0,0,1,0,0,0,1,0
1142,1646,True,11,11,71,3,0,2,0,19,5.363636363636363,0,1,1,1,1,0,1,0,1,0
1143,1647,True,7,7,54,1,0,1,0,16,6.428571428571429,0,0,0,0,0,0,0,0,1,0
1144,1648,True,8,8,58,1,0,6,0,18,6.125,0,0,0,1,0,0,2,0,1,0
1145,1649,True,8,8,58,1,0,6,0,18,6.125,0,0,0,1,0,0,2,0,1,0
1146,1650,True,8,8,58,1,0,6,0,18,6.125,0,0,0,1,0,0,2,0,1,0
1147,1652,True,8,8,58,1,0,6,0,18,6.125,0,0,0,1,0,0,2,0,1,0
1148,1653,True,8,8,104,0,15,3,0,23,11.875,15,0,0,3,0,2,1,0,2,2
1149,1654,True,10,10,78,0,2,5,0,24,6.7,2,0,1,2,0,0,2,0,2,0
1150,1657,True,13,13,72,2,1,3,0,19,4.461538461538462,1,1,1,1,0,0,1,0,1,0
1151,1658,True,8,8,58,1,0,2,0,18,6.125,0,0,0,1,0,0,1,0,1,0
1152,1660,True,9,9,66,1,3,2,0,19,6.222222222222222,3,0,0,1,0,1,1,0,1,1
1153,1661,True,19,19,117,3,5,4,0,36,5.052631578947368,5,3,3,4,1,2,1,0,3,2
1154,1662,True,11,11,61,5,0,2,0,18,4.454545454545454,0,1,1,1,1,0,1,0,1,0
1155,1663,False,7,7,41,1,3,2,1,10,4.714285714285714,3,0,0,0,0,1,1,0,0,1
1156,1665,True,22,19,142,9,1,4,0,36,5.409090909090909,1,3,3,4,2,0,1,0,3,0
1157,1666,False,11,9,56,3,1,3,1,15,4.0,1,1,0,1,1,0,1,0,1,0
1158,1669,True,18,16,117,4,2,6,0,32,5.444444444444445,2,2,2,4,1,0,2,0,3,0
1159,1670,True,9,9,71,1,1,3,0,19,6.777777777777778,1,0,0,1,0,0,1,0,1,0
1160,1671,False,13,12,69,3,1,7,1,21,4.230769230769231,1,1,1,1,1,0,2,0,2,0
1161,1672,True,15,13,90,5,1,0,0,18,4.866666666666666,1,2,1,2,1,0,0,0,1,0
1162,1673,True,12,12,85,3,6,3,0,17,5.916666666666667,6,1,1,2,1,2,1,0,1,2
1163,1675,True,17,17,115,0,5,16,0,29,5.705882352941177,5,2,2,3,0,2,2,0,3,2
1164,1676,True,18,18,114,4,5,6,0,28,5.277777777777778,5,2,3,3,1,2,2,0,3,2
1165,1677,True,10,9,58,2,0,2,0,13,4.7,0,0,0,1,0,0,1,0,0,0
1166,1679,True,16,16,100,2,4,4,2,25,5.0625,4,2,2,3,0,1,1,0,2,1
1167,1683,True,22,19,119,11,6,5,0,22,4.318181818181818,6,3,3,4,2,2,2,0,2,2
1168,1684,True,9,9,58,0,1,8,0,11,5.333333333333333,1,0,0,1,0,0,2,0,0,0
1169,1686,True,13,13,99,2,4,3,1,26,6.461538461538462,4,1,1,3,0,1,1,0,3,1
1170,1687,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1171,1688,True,13,12,79,2,4,5,1,17,5.0,4,1,1,2,0,1,2,0,1,1
1172,1689,True,15,15,114,2,8,7,1,28,6.533333333333333,8,2,2,3,0,2,2,0,3,2
1173,1690,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1174,1691,False,25,23,122,13,3,4,1,27,3.84,3,3,3,4,2,1,1,0,3,1
1175,1692,True,14,13,76,2,1,5,0,17,4.357142857142857,1,1,1,2,0,0,2,0,1,0
1176,1693,True,11,11,66,2,0,1,0,18,4.909090909090909,0,1,1,1,0,0,0,0,1,0
1177,1694,True,20,19,104,7,3,2,2,26,4.15,3,3,3,3,2,1,1,0,3,1
1178,1698,False,21,21,129,7,2,8,1,26,5.095238095238095,2,3,3,4,2,0,2,0,3,0
1179,1699,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1180,1700,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1181,1701,True,13,13,93,2,3,1,0,20,6.076923076923077,3,1,1,2,0,1,0,0,2,1
1182,1702,True,13,12,84,3,3,4,0,17,5.384615384615385,3,1,1,2,1,1,1,0,1,1
1183,1703,True,20,19,129,6,1,3,0,32,5.4,1,3,3,4,2,0,1,0,3,0
1184,1705,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1185,1706,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1186,1707,False,18,18,114,4,5,6,0,28,5.277777777777778,5,2,3,3,1,2,2,0,3,2
1187,1709,True,11,11,70,2,2,5,0,14,5.2727272727272725,2,1,1,1,0,0,2,0,0,0
1188,1710,True,6,6,50,1,1,1,0,13,7.166666666666667,1,0,0,0,0,0,0,0,0,0
1189,1712,True,23,23,133,8,0,4,0,28,4.739130434782608,0,3,3,4,2,0,1,0,3,0
1190,1715,False,15,14,93,2,7,6,1,18,5.133333333333334,7,2,2,2,0,2,2,0,1,2
1191,1716,True,10,10,62,2,0,1,0,16,5.1,0,0,1,1,0,0,0,0,1,0
1192,1718,True,19,18,116,7,3,0,2,38,5.052631578947368,3,3,3,4,2,1,0,0,3,1
1193,1719,False,13,12,69,3,1,7,1,21,4.230769230769231,1,1,1,1,1,0,2,0,2,0
1194,1720,True,20,19,99,11,1,0,0,31,3.9,1,3,3,3,2,0,0,0,3,0
1195,1721,False,11,9,72,5,1,0,0,19,5.454545454545454,1,1,0,1,1,0,0,0,1,0
1196,1722,True,12,12,85,3,5,1,0,19,6.0,5,1,1,2,1,2,0,0,1,2
1197,1723,True,11,9,86,0,14,2,0,25,6.7272727272727275,14,1,0,2,0,2,1,0,2,2
1198,1724,True,16,16,105,6,6,3,0,23,5.5,6,2,2,3,2,2,1,0,2,2
1199,1725,True,20,17,115,10,0,0,0,27,4.7,0,3,2,3,2,0,0,0,3,0
1200,1726,False,7,7,49,1,4,0,4,12,5.857142857142857,4,0,0,0,0,1,0,0,0,1
1201,1727,True,8,8,64,2,2,1,1,15,6.875,2,0,0,1,0,0,0,0,1,0
1202,1728,True,18,18,106,9,3,1,0,26,4.833333333333333,3,2,3,3,2,1,0,0,3,1
1203,1731,False,23,22,133,6,9,2,0,27,4.739130434782608,9,3,3,4,2,2,1,0,3,2
1204,1733,False,17,16,95,6,5,0,0,24,4.529411764705882,5,2,2,3,2,2,0,0,2,2
1205,1735,True,21,19,139,7,3,4,0,28,5.571428571428571,3,3,3,4,2,1,1,0,3,1
1206,1737,False,8,7,48,0,4,4,0,12,4.875,4,0,0,0,0,1,1,0,0,1
1207,1739,True,17,17,104,5,4,2,0,26,5.0588235294117645,4,2,2,3,1,1,1,0,3,1
1208,1740,True,23,23,135,9,3,1,1,30,4.826086956521739,3,3,3,4,2,1,0,0,3,1
1209,1741,True,9,9,54,4,1,0,0,17,4.888888888888889,1,0,0,0,1,0,0,0,1,0
1210,1744,False,21,20,119,10,2,1,0,34,4.428571428571429,2,3,3,4,2,0,0,0,3,0
1211,1745,True,5,5,38,1,3,0,0,10,6.4,3,0,0,0,0,1,0,0,0,1
1212,1747,False,14,14,88,3,3,2,1,19,5.214285714285714,3,1,2,2,1,1,1,0,1,1
1213,1750,True,16,13,123,4,6,9,0,29,6.625,6,2,1,4,1,2,2,0,3,2
1214,1752,False,14,13,84,1,11,12,2,17,4.928571428571429,11,1,1,2,0,2,2,0,1,2
1215,1753,True,14,14,93,4,5,1,0,26,5.5,5,1,2,2,1,2,0,0,3,2
1216,1754,True,16,16,105,7,1,1,0,25,5.5,1,2,2,3,2,0,0,0,2,0
1217,1755,True,18,18,98,10,4,5,0,21,4.388888888888889,4,2,3,3,2,1,2,0,2,1
1218,1756,True,15,15,97,6,1,0,2,24,5.4,1,2,2,3,2,0,0,0,2,0
1219,1757,True,10,10,60,3,0,1,1,16,4.9,0,0,1,1,1,0,0,0,1,0
1220,1759,True,15,15,90,5,3,2,0,19,4.933333333333334,3,2,2,2,1,1,1,0,1,1
1221,1760,True,23,20,127,6,0,1,1,31,4.478260869565218,0,3,3,4,2,0,0,0,3,0
1222,1761,True,4,4,35,0,2,2,0,11,7.5,2,0,0,0,0,0,1,0,0,0
1223,1762,True,8,8,54,1,2,1,0,12,5.5,2,0,0,0,0,0,0,0,0,0
1224,1763,False,13,13,82,4,1,3,0,19,5.230769230769231,1,1,1,2,1,0,1,0,1,0
1225,1766,False,23,22,119,9,3,0,1,32,4.130434782608695,3,3,3,4,2,1,0,0,3,1
1226,1767,False,9,9,60,3,2,1,0,15,5.555555555555555,2,0,0,1,1,0,0,0,1,0
1227,1768,True,15,15,100,2,1,3,0,21,5.533333333333333,1,2,2,3,0,0,1,0,2,0
1228,1769,True,19,19,121,4,1,2,1,24,5.315789473684211,1,3,3,4,1,0,1,0,2,0
1229,1770,True,18,18,120,2,4,11,2,29,5.611111111111111,4,2,3,4,0,1,2,0,3,1
1230,1771,True,12,12,85,3,2,2,0,24,6.0,2,1,1,2,1,0,1,0,2,0
1231,1772,True,11,11,62,3,3,0,1,14,4.545454545454546,3,1,1,1,1,1,0,0,0,1
1232,1773,False,12,12,85,3,2,2,0,24,6.0,2,1,1,2,1,0,1,0,2,0
1233,1774,True,12,12,75,3,1,3,0,17,5.083333333333333,1,1,1,1,1,0,1,0,1,0
1234,1775,True,9,9,58,2,1,3,0,11,5.333333333333333,1,0,0,1,0,0,1,0,0,0
1235,1776,True,7,7,47,0,0,7,0,13,5.571428571428571,0,0,0,0,0,0,2,0,0,0
1236,1779,True,13,13,76,7,1,1,0,18,4.769230769230769,1,1,1,2,2,0,0,0,1,0
1237,1780,True,22,20,116,8,2,4,0,26,4.2272727272727275,2,3,3,4,2,0,1,0,3,0
1238,1784,False,19,18,96,5,3,0,0,22,4.0,3,3,3,3,1,1,0,0,2,1
1239,1786,True,18,17,115,6,6,5,0,25,5.333333333333333,6,2,2,3,2,2,2,0,2,2
1240,1787,True,15,15,99,5,2,0,0,20,5.533333333333333,2,2,2,3,1,0,0,0,2,0
1241,1789,True,15,15,97,4,4,2,2,24,5.4,4,2,2,3,1,1,1,0,2,1
1242,1790,True,7,7,64,2,1,1,0,11,8.0,1,0,0,1,0,0,0,0,0,0
1243,1791,True,18,17,103,7,6,0,0,22,4.666666666666667,6,2,2,3,2,2,0,0,2,2
1244,1792,True,21,20,115,10,3,4,0,31,4.428571428571429,3,3,3,3,2,1,1,0,3,1
1245,1796,True,23,22,143,7,5,2,0,29,5.173913043478261,5,3,3,4,2,2,1,0,3,2
1246,1798,False,19,19,114,6,4,3,1,25,4.894736842105263,4,3,3,3,2,1,1,0,2,1
1247,1799,False,16,15,119,3,4,3,0,33,6.375,4,2,2,4,1,1,1,0,3,1
1248,1802,True,19,18,114,4,5,12,1,29,4.947368421052632,5,3,3,3,1,2,2,0,3,2
1249,1803,True,18,18,111,4,4,3,1,22,5.111111111111111,4,2,3,3,1,1,1,0,2,1
1250,1804,False,12,12,67,5,1,4,0,17,4.5,1,1,1,1,1,0,1,0,1,0
1251,1807,True,7,7,64,2,1,1,0,11,8.0,1,0,0,1,0,0,0,0,0,0
1252,1808,True,12,12,82,3,3,3,1,17,5.75,3,1,1,2,1,1,1,0,1,1
1253,1809,True,19,16,105,7,2,2,0,25,4.473684210526316,2,3,2,3,2,0,1,0,2,0
1254,1810,True,16,15,106,3,4,3,3,22,5.5,4,2,2,3,1,1,1,0,2,1
1255,1811,True,19,19,117,3,5,4,1,26,5.105263157894737,5,3,3,4,1,2,1,0,3,2
1256,1812,True,13,13,68,5,5,3,1,14,4.153846153846154,5,1,1,1,1,2,1,0,0,2
1257,1813,True,20,18,96,9,2,2,3,21,3.75,2,3,3,3,2,0,1,0,2,0
1258,1814,True,19,18,116,5,0,3,1,24,5.052631578947368,0,3,3,4,1,0,1,0,2,0
1259,1815,True,14,14,98,3,3,3,1,24,5.928571428571429,3,1,2,3,1,1,1,0,2,1
1260,1816,True,22,22,138,4,4,3,0,29,5.2272727272727275,4,3,3,4,1,1,1,0,3,1
1261,1817,True,18,18,115,4,5,3,1,20,5.333333333333333,5,2,3,3,1,2,1,0,2,2
1262,1818,True,18,16,119,4,2,3,0,33,5.555555555555555,2,2,2,4,1,0,1,0,3,0
1263,1821,False,25,20,126,0,0,2,25,28,4.0,0,3,3,4,0,0,1,0,3,0
1264,1822,True,13,13,88,3,2,4,0,16,5.6923076923076925,2,1,1,2,1,0,1,0,1,0
