,target,id,links_cant,cant_failed_links
1300,1,1880,1.0,0.0
1301,0,1881,,
1302,0,1882,,
1303,1,1883,,
1304,1,1885,,
1305,0,1886,1.0,0.0
1306,1,1887,,
1307,0,1888,,
1308,0,1889,,
1309,1,1890,,
1310,1,1892,,
1311,0,1893,,
1312,0,1895,1.0,0.0
1313,0,1897,,
1314,0,1898,,
1315,1,1899,,
1316,0,1900,1.0,0.0
1317,0,1901,,
1318,0,1905,1.0,0.0
1319,0,1908,,
1320,0,1909,,
1321,1,1910,,
1322,0,1911,,
1323,1,1914,,
1324,1,1915,1.0,0.0
1325,0,1916,,
1326,0,1917,2.0,0.0
1327,0,1918,,
1328,0,1919,1.0,1.0
1329,0,1920,,
1330,1,1921,,
1331,0,1922,,
1332,0,1924,,
1333,1,1925,,
1334,1,1927,,
1335,1,1929,,
1336,0,1932,,
1337,0,1933,,
1338,0,1935,,
1339,1,1937,,
1340,1,1938,,
1341,0,1939,,
1342,0,1940,,
1343,1,1941,,
1344,1,1942,,
1345,1,1943,,
1346,1,1945,1.0,0.0
1347,0,1948,,
1348,0,1949,1.0,0.0
1349,0,1950,1.0,0.0
1350,0,1951,1.0,0.0
1351,1,1952,1.0,0.0
1352,0,1953,1.0,0.0
1353,1,1954,2.0,0.0
1354,0,1955,,
1355,0,1956,,
1356,1,1957,1.0,0.0
1357,1,1959,,
1358,0,1960,,
1359,1,1961,,
1360,1,1962,,
1361,1,1963,,
1362,0,1965,,
1363,1,1966,,
1364,1,1967,,
1365,1,1968,,
1366,1,1969,,
1367,1,1971,,
1368,1,1972,,
1369,1,1973,,
1370,0,1975,,
1371,1,1976,,
1372,1,1979,,
1373,1,1980,,
1374,0,1981,,
1375,1,1983,,
1376,1,1985,,
1377,0,1986,,
1378,0,1987,,
1379,1,1989,2.0,0.0
1380,1,1990,2.0,0.0
1381,1,1991,,
1382,1,1992,,
1383,0,1994,1.0,0.0
1384,1,1995,2.0,0.0
1385,1,1996,2.0,0.0
1386,0,1999,,
1387,1,2000,,
1388,1,2001,2.0,1.0
1389,1,2003,1.0,0.0
1390,0,2006,1.0,0.0
1391,1,2007,2.0,0.0
1392,0,2009,,
1393,1,2010,2.0,1.0
1394,1,2012,2.0,0.0
1395,1,2014,,
1396,1,2015,2.0,0.0
1397,1,2016,,
1398,0,2017,,
1399,1,2019,2.0,0.0
1400,1,2020,,
1401,1,2022,1.0,0.0
1402,1,2023,2.0,0.0
1403,1,2024,,
1404,0,2026,,
1405,1,2027,2.0,1.0
1406,0,2028,2.0,0.0
1407,1,2031,2.0,0.0
1408,1,2033,2.0,0.0
1409,1,2034,2.0,0.0
1410,1,2035,,
1411,1,2036,,
1412,1,2038,2.0,0.0
1413,1,2039,,
1414,1,2040,2.0,0.0
1415,1,2042,2.0,0.0
1416,1,2043,,
1417,1,2045,,
1418,0,2046,2.0,0.0
1419,1,2047,2.0,0.0
1420,1,2049,2.0,0.0
1421,0,2050,,
1422,1,2051,2.0,0.0
1423,1,2055,,
1424,1,2056,,
1425,1,2057,,
1426,0,2058,,
1427,1,2059,,
1428,0,2060,,
1429,0,2061,,
1430,1,2063,,
1431,0,2064,,
1432,1,2067,,
1433,1,2068,,
1434,1,2069,,
1435,0,2070,,
1436,0,2071,,
1437,1,2073,,
1438,0,2074,,
1439,0,2075,,
1440,1,2076,,
1441,1,2077,,
1442,1,2078,,
1443,1,2081,2.0,0.0
1444,0,2082,,
1445,0,2083,1.0,0.0
1446,0,2084,,
1447,0,2086,,
1448,0,2087,,
1449,1,2089,1.0,0.0
1450,0,2091,,
1451,0,2094,,
1452,0,2095,,
1453,0,2096,,
1454,1,2097,,
1455,0,2098,,
1456,0,2099,1.0,0.0
1457,1,2100,,
1458,1,2102,,
1459,1,2103,1.0,0.0
1460,0,2108,,
1461,1,2109,,
1462,0,2110,,
1463,0,2111,,
1464,0,2112,,
1465,0,2113,,
1466,0,2114,,
1467,0,2115,,
1468,0,2116,,
1469,0,2117,,
1470,1,2118,1.0,0.0
1471,0,2119,,
1472,1,2121,,
1473,0,2122,1.0,0.0
1474,0,2123,,
1475,1,2125,,
1476,0,2126,,
1477,0,2128,,
1478,0,2129,,
1479,0,2131,,
1480,0,2133,1.0,0.0
1481,0,2134,,
1482,0,2136,1.0,0.0
1483,0,2138,2.0,0.0
1484,0,2139,1.0,0.0
1485,1,2141,,
1486,0,2142,1.0,0.0
1487,1,2144,,
1488,0,2145,1.0,1.0
1489,0,2146,,
1490,0,2148,,
1491,0,2149,1.0,0.0
1492,0,2150,,
1493,1,2153,,
1494,0,2154,,
1495,0,2157,1.0,0.0
1496,0,2158,,
1497,1,2159,,
1498,0,2160,2.0,1.0
1499,1,2161,2.0,1.0
1500,0,2163,,
1501,1,2164,1.0,1.0
1502,1,2169,1.0,0.0
1503,1,2171,,
1504,1,2172,,
1505,1,2173,,
1506,1,2174,1.0,0.0
1507,0,2175,2.0,1.0
1508,0,2176,2.0,1.0
1509,1,2177,,
1510,1,2179,,
1511,0,2181,2.0,1.0
1512,1,2183,,
1513,0,2186,,
1514,1,2188,,
1515,1,2189,,
1516,1,2190,,
1517,1,2191,,
1518,1,2192,,
1519,1,2193,1.0,0.0
1520,1,2194,2.0,1.0
1521,1,2195,1.0,0.0
1522,1,2198,2.0,1.0
1523,0,2203,,
1524,0,2204,1.0,1.0
1525,0,2205,1.0,0.0
1526,0,2207,1.0,1.0
1527,0,2209,2.0,1.0
1528,0,2210,,
1529,1,2211,,
1530,1,2212,1.0,0.0
1531,1,2213,3.0,0.0
1532,0,2214,1.0,1.0
1533,1,2215,1.0,0.0
1534,0,2216,1.0,0.0
1535,0,2217,1.0,0.0
1536,1,2219,,
1537,0,2220,,
1538,1,2221,,
1539,1,2222,,
1540,1,2225,,
1541,0,2227,,
1542,0,2229,,
1543,0,2230,,
1544,0,2231,1.0,0.0
1545,1,2233,1.0,0.0
1546,0,2235,1.0,0.0
1547,0,2236,1.0,0.0
1548,0,2237,,
1549,1,2238,,
1550,1,2239,,
1551,0,2240,,
1552,0,2241,,
1553,1,2242,,
1554,0,2244,1.0,0.0
1555,0,2245,1.0,0.0
1556,0,2246,1.0,0.0
1557,1,2248,,
1558,1,2250,,
1559,1,2251,,
1560,0,2254,,
1561,0,2255,,
1562,0,2256,,
1563,0,2257,,
1564,0,2258,,
1565,1,2260,,
1566,0,2262,,
1567,1,2263,,
1568,0,2265,,
1569,0,2266,1.0,1.0
1570,1,2267,,
1571,0,2271,,
1572,0,2272,,
1573,0,2273,,
1574,0,2274,1.0,0.0
1575,1,2275,1.0,0.0
1576,0,2277,,
1577,0,2278,1.0,0.0
1578,0,2279,,
1579,0,2280,,
1580,0,2281,,
1581,1,2282,,
1582,0,2284,,
1583,0,2285,,
1584,0,2286,,
1585,0,2288,2.0,0.0
1586,1,2289,,
1587,1,2292,1.0,1.0
1588,0,2294,,
1589,0,2296,,
1590,0,2297,1.0,0.0
1591,1,2298,,
1592,0,2299,,
1593,0,2300,,
1594,0,2301,,
1595,0,2303,,
1596,1,2304,,
1597,0,2306,1.0,0.0
1598,1,2307,,
1599,0,2308,,
1600,0,2309,1.0,0.0
1601,1,2311,,
1602,0,2312,,
1603,1,2314,1.0,0.0
1604,1,2315,1.0,0.0
1605,0,2317,,
1606,0,2318,,
1607,0,2319,,
1608,1,2321,,
1609,0,2324,,
1610,0,2325,1.0,0.0
1611,0,2327,2.0,1.0
1612,0,2329,,
1613,1,2330,,
1614,1,2332,1.0,0.0
1615,0,2333,,
1616,0,2334,,
1617,0,2336,1.0,0.0
1618,1,2337,,
1619,0,2339,1.0,0.0
1620,1,2340,,
1621,1,2341,1.0,0.0
1622,0,2342,1.0,0.0
1623,1,2346,1.0,0.0
1624,1,2347,,
1625,0,2348,,
1626,0,2349,,
1627,1,2350,,
1628,0,2351,,
1629,1,2352,,
1630,0,2354,,
1631,0,2356,1.0,0.0
1632,1,2358,,
1633,0,2359,1.0,1.0
1634,0,2361,,
1635,1,2362,,
1636,0,2363,1.0,0.0
1637,1,2364,,
1638,0,2366,1.0,0.0
1639,1,2367,1.0,0.0
1640,1,2368,,
1641,1,2370,,
1642,0,2372,,
1643,0,2373,,
1644,0,2374,2.0,0.0
1645,1,2375,,
1646,0,2376,1.0,1.0
1647,1,2377,1.0,0.0
1648,0,2379,1.0,0.0
1649,0,2382,1.0,0.0
1650,0,2385,1.0,0.0
1651,0,2386,,
1652,0,2387,1.0,0.0
1653,1,2388,,
1654,0,2389,1.0,0.0
1655,0,2390,,
1656,0,2391,,
1657,0,2394,1.0,0.0
1658,0,2395,1.0,0.0
1659,1,2396,,
1660,0,2397,1.0,1.0
1661,1,2398,1.0,0.0
1662,1,2399,1.0,1.0
1663,1,2400,1.0,0.0
1664,0,2402,,
1665,0,2406,,
1666,0,2408,,
1667,0,2409,,
1668,0,2410,,
1669,0,2412,1.0,0.0
1670,0,2413,1.0,0.0
1671,0,2414,1.0,1.0
1672,0,2415,,
1673,0,2416,1.0,0.0
1674,0,2417,,
1675,0,2418,1.0,0.0
1676,0,2419,1.0,0.0
1677,0,2420,1.0,0.0
1678,0,2421,,
1679,0,2422,1.0,1.0
1680,0,2423,,
1681,0,2425,,
1682,0,2427,,
1683,0,2428,,
1684,0,2429,1.0,0.0
1685,0,2430,,
1686,1,2432,1.0,0.0
1687,0,2435,1.0,0.0
1688,0,2437,2.0,1.0
1689,0,2438,1.0,0.0
1690,0,2440,1.0,0.0
1691,1,2441,,
1692,0,2442,1.0,0.0
1693,1,2443,2.0,1.0
1694,0,2445,1.0,0.0
1695,0,2446,,
1696,0,2451,,
1697,0,2452,,
1698,0,2453,,
1699,0,2454,1.0,1.0
1700,0,2455,1.0,0.0
1701,0,2456,1.0,0.0
1702,0,2457,1.0,0.0
1703,1,2458,,
1704,1,2459,,
1705,0,2460,1.0,0.0
1706,0,2462,1.0,0.0
1707,1,2463,1.0,0.0
1708,0,2464,,
1709,0,2465,2.0,0.0
1710,1,2466,2.0,1.0
1711,1,2467,,
1712,1,2468,,
1713,1,2470,,
1714,1,2471,,
1715,0,2475,2.0,0.0
1716,1,2476,1.0,0.0
1717,1,2478,,
1718,0,2479,1.0,0.0
1719,1,2480,1.0,1.0
1720,1,2482,,
1721,1,2483,,
1722,0,2485,,
1723,0,2486,,
1724,0,2487,,
1725,1,2488,,
1726,1,2489,,
1727,0,2490,,
1728,1,2491,,
1729,0,2492,,
1730,1,2493,,
1731,0,2494,,
1732,0,2496,,
1733,1,2497,,
1734,1,2498,,
1735,1,2499,,
1736,1,2500,,
1737,1,2501,1.0,0.0
1738,1,2502,,
1739,1,2504,,
1740,1,2505,,
1741,1,2506,,
1742,1,2507,,
1743,1,2508,,
1744,1,2510,,
1745,1,2512,,
1746,0,2513,,
1747,0,2514,,
1748,1,2515,,
1749,1,2516,,
1750,1,2517,,
1751,1,2519,,
1752,0,2520,,
1753,0,2521,,
1754,0,2523,,
1755,0,2524,1.0,0.0
1756,1,2527,,
1757,1,2528,,
1758,1,2530,,
1759,0,2531,,
1760,1,2532,,
1761,1,2534,1.0,0.0
1762,1,2535,1.0,0.0
1763,1,2536,,
1764,1,2537,,
1765,1,2538,,
1766,1,2539,,
1767,1,2540,,
1768,1,2541,1.0,0.0
1769,0,2542,,
1770,1,2543,1.0,0.0
1771,1,2544,1.0,1.0
1772,1,2545,1.0,1.0
1773,1,2546,1.0,1.0
1774,1,2547,1.0,0.0
1775,1,2548,1.0,1.0
1776,0,2550,2.0,1.0
1777,0,2552,,
1778,0,2553,,
1779,0,2554,,
1780,0,2555,1.0,0.0
1781,0,2556,,
1782,1,2557,,
1783,0,2559,,
1784,0,2560,,
1785,0,2561,,
1786,1,2564,1.0,0.0
1787,1,2565,,
1788,1,2566,,
1789,0,2568,1.0,0.0
1790,0,2569,,
1791,1,2570,,
1792,1,2571,,
1793,0,2572,,
1794,0,2573,,
1795,1,2575,,
1796,0,2576,,
1797,0,2579,,
1798,1,2582,1.0,0.0
1799,0,2585,1.0,1.0
1800,0,2587,,
1801,1,2588,,
1802,0,2590,1.0,1.0
1803,0,2591,1.0,0.0
1804,0,2592,1.0,0.0
1805,1,2593,,
1806,0,2594,,
1807,1,2597,,
1808,1,2598,2.0,0.0
1809,0,2599,,
1810,0,2602,1.0,0.0
1811,0,2603,,
1812,1,2604,,
1813,1,2605,,
1814,0,2606,1.0,0.0
1815,1,2608,1.0,1.0
1816,1,2609,,
1817,1,2611,1.0,1.0
1818,1,2612,,
1819,1,2614,,
1820,0,2616,,
1821,1,2617,,
1822,1,2619,1.0,0.0
1823,0,2621,,
1824,0,2622,,
1825,0,2624,,
1826,1,2625,,
1827,1,2627,,
1828,1,2628,,
1829,1,2629,,
1830,1,2631,,
1831,1,2632,,
1832,1,2633,,
1833,0,2635,1.0,0.0
1834,1,2637,,
1835,0,2640,1.0,0.0
1836,0,2641,1.0,0.0
1837,0,2642,,
1838,0,2643,1.0,0.0
1839,0,2644,,
1840,0,2645,,
1841,1,2647,,
1842,1,2648,1.0,0.0
1843,1,2649,,
1844,1,2651,,
1845,0,2655,,
1846,0,2656,,
1847,1,2657,,
1848,0,2658,,
1849,0,2659,,
1850,0,2660,,
1851,0,2661,,
1852,0,2663,,
1853,1,2664,,
1854,0,2666,,
1855,0,2667,,
1856,0,2668,,
1857,0,2670,,
1858,0,2671,,
1859,0,2672,,
1860,0,2673,,
1861,1,2675,1.0,0.0
1862,0,2676,,
1863,0,2677,1.0,0.0
1864,0,2679,,
1865,0,2680,,
1866,0,2682,,
1867,0,2683,,
1868,0,2684,,
1869,0,2687,,
1870,0,2688,1.0,0.0
1871,0,2689,,
1872,0,2691,,
1873,1,2692,,
1874,0,2693,,
1875,0,2694,,
1876,0,2695,,
1877,0,2696,,
1878,0,2698,1.0,0.0
1879,0,2700,,
1880,0,2701,,
1881,0,2702,,
1882,0,2703,1.0,0.0
1883,0,2706,1.0,0.0
1884,0,2707,,
1885,0,2708,1.0,1.0
1886,0,2709,,
1887,0,2711,1.0,0.0
1888,0,2714,1.0,0.0
1889,0,2715,2.0,1.0
1890,0,2719,1.0,0.0
1891,1,2720,,
1892,1,2723,,
1893,0,2724,,
1894,0,2725,,
1895,0,2726,1.0,0.0
1896,0,2727,,
1897,0,2728,1.0,0.0
1898,0,2729,,
1899,0,2730,,
1900,0,2731,1.0,0.0
1901,0,2732,1.0,1.0
1902,0,2733,,
1903,0,2734,,
1904,0,2736,,
1905,0,2739,,
1906,1,2740,,
1907,0,2741,,
1908,1,2743,,
1909,0,2744,1.0,0.0
1910,0,2748,,
1911,0,2749,,
1912,0,2752,,
1913,0,2753,,
1914,1,2755,,
1915,0,2756,1.0,0.0
1916,0,2757,1.0,0.0
1917,0,2758,,
1918,0,2759,2.0,1.0
1919,1,2760,2.0,0.0
1920,0,2761,,
1921,0,2763,,
1922,0,2765,,
1923,0,2766,,
1924,0,2767,,
1925,0,2768,,
1926,0,2769,,
1927,0,2770,,
1928,0,2771,,
1929,0,2773,,
1930,1,2774,,
1931,0,2777,,
1932,0,2778,,
1933,1,2780,,
1934,1,2782,,
1935,0,2783,,
1936,0,2784,,
1937,0,2785,,
1938,0,2786,2.0,0.0
1939,0,2787,1.0,0.0
1940,0,2788,,
1941,0,2792,,
1942,0,2793,,
1943,0,2794,1.0,0.0
1944,0,2795,,
1945,0,2796,,
1946,0,2797,,
1947,0,2799,,
1948,0,2801,,
1949,0,2802,,
1950,0,2803,,
1951,1,2807,,
1952,0,2808,1.0,0.0
1953,0,2811,,
1954,1,2813,2.0,0.0
1955,0,2815,,
1956,1,2817,,
1957,1,2819,,
1958,1,2820,,
1959,1,2821,1.0,0.0
1960,1,2822,,
1961,1,2825,2.0,0.0
1962,1,2826,,
1963,1,2827,,
1964,1,2828,,
1965,0,2829,,
1966,0,2830,,
1967,1,2831,,
1968,1,2832,,
1969,1,2833,1.0,0.0
1970,1,2835,,
1971,0,2836,1.0,0.0
1972,0,2838,,
1973,0,2839,,
1974,1,2841,,
1975,1,2842,1.0,0.0
1976,0,2843,,
1977,0,2844,,
1978,0,2846,,
1979,1,2849,1.0,1.0
1980,1,2851,3.0,0.0
1981,0,2852,1.0,0.0
1982,0,2853,,
1983,0,2854,,
1984,0,2855,,
1985,0,2856,1.0,0.0
1986,1,2857,1.0,1.0
1987,0,2858,1.0,0.0
1988,0,2860,,
1989,0,2861,1.0,1.0
1990,1,2863,1.0,0.0
1991,0,2864,,
1992,0,2865,,
1993,0,2866,,
1994,0,2867,,
1995,1,2869,3.0,0.0
1996,1,2870,,
1997,1,2871,,
1998,0,2872,,
1999,1,2873,1.0,0.0
2000,0,2875,2.0,1.0
2001,0,2877,,
2002,1,2878,,
2003,1,2879,1.0,0.0
2004,0,2880,,
2005,1,2881,,
2006,0,2882,1.0,0.0
2007,1,2883,,
2008,1,2884,,
2009,1,2885,1.0,0.0
2010,1,2886,1.0,0.0
2011,0,2887,,
2012,0,2888,,
2013,1,2889,,
2014,0,2890,1.0,1.0
2015,1,2891,2.0,0.0
2016,1,2893,1.0,0.0
2017,1,2895,,
2018,0,2896,,
2019,0,2898,1.0,0.0
2020,0,2899,,
2021,1,2900,,
2022,1,2902,1.0,1.0
2023,0,2905,1.0,0.0
2024,0,2907,1.0,0.0
2025,0,2908,,
2026,1,2909,,
2027,0,2910,,
2028,1,2911,,
2029,0,2912,,
2030,1,2913,,
2031,0,2915,1.0,0.0
2032,0,2916,,
2033,1,2917,,
2034,0,2920,,
2035,0,2921,1.0,0.0
2036,0,2922,2.0,0.0
2037,0,2924,,
2038,0,2925,,
2039,0,2927,,
2040,1,2929,2.0,0.0
2041,0,2931,,
2042,0,2932,,
2043,0,2933,1.0,0.0
2044,0,2934,,
2045,0,2935,1.0,0.0
2046,0,2936,1.0,0.0
2047,0,2937,1.0,0.0
2048,0,2939,,
2049,0,2941,1.0,0.0
2050,1,2942,1.0,0.0
2051,1,2943,1.0,0.0
2052,0,2944,,
2053,0,2945,,
2054,0,2946,,
2055,0,2947,1.0,0.0
2056,0,2948,,
2057,1,2950,1.0,0.0
2058,0,2952,,
2059,0,2953,1.0,1.0
2060,1,2954,1.0,0.0
2061,0,2955,1.0,0.0
2062,0,2956,,
2063,0,2957,1.0,0.0
2064,0,2959,1.0,1.0
2065,0,2960,,
2066,0,2963,,
2067,0,2965,,
2068,1,2969,1.0,0.0
2069,0,2970,,
2070,0,2971,1.0,0.0
2071,1,2973,,
2072,0,2974,,
2073,0,2975,,
2074,0,2976,1.0,0.0
2075,0,2980,1.0,1.0
2076,1,2982,,
2077,0,2983,2.0,0.0
2078,0,2984,,
2079,0,2987,,
2080,0,2988,,
2081,0,2990,,
2082,1,2991,,
2083,0,2992,1.0,0.0
2084,1,2993,,
2085,1,2995,,
2086,0,2998,,
2087,0,3000,,
2088,0,3001,,
2089,0,3003,1.0,1.0
2090,0,3004,,
2091,1,3005,,
2092,0,3006,,
2093,0,3009,,
2094,1,3010,1.0,0.0
2095,0,3011,,
2096,1,3012,1.0,0.0
2097,0,3013,1.0,0.0
2098,0,3014,,
2099,0,3015,1.0,1.0
2100,0,3016,,
2101,0,3018,,
2102,0,3019,2.0,2.0
2103,0,3021,1.0,0.0
2104,1,3022,,
2105,1,3023,,
2106,0,3025,,
2107,1,3026,,
2108,0,3027,1.0,0.0
2109,0,3029,,
2110,0,3030,,
2111,0,3034,2.0,0.0
2112,0,3036,1.0,0.0
2113,1,3037,,
2114,1,3038,,
2115,0,3039,,
2116,0,3042,2.0,1.0
2117,0,3043,,
2118,0,3044,,
2119,0,3045,,
2120,0,3047,,
2121,0,3048,2.0,1.0
2122,0,3049,,
2123,0,3051,,
2124,1,3052,,
2125,1,3053,,
2126,0,3054,,
2127,1,3055,,
2128,1,3056,2.0,0.0
2129,1,3057,1.0,0.0
2130,1,3058,,
2131,0,3059,,
2132,1,3060,,
2133,1,3061,1.0,0.0
2134,1,3062,2.0,1.0
2135,0,3064,,
2136,1,3066,,
2137,0,3068,,
2138,0,3070,1.0,1.0
2139,0,3071,1.0,0.0
2140,1,3072,,
2141,1,3073,,
2142,1,3074,,
2143,1,3075,,
2144,1,3077,2.0,1.0
2145,0,3079,,
2146,0,3080,,
2147,1,3082,,
2148,0,3083,,
2149,1,3084,1.0,0.0
2150,0,3085,,
2151,1,3086,,
2152,1,3089,,
2153,0,3090,,
2154,1,3091,,
2155,1,3092,,
2156,1,3093,,
2157,1,3095,,
2158,1,3097,1.0,0.0
2159,0,3099,1.0,0.0
2160,1,3100,1.0,0.0
2161,1,3101,1.0,0.0
2162,1,3102,,
2163,1,3104,1.0,0.0
2164,1,3105,1.0,0.0
2165,1,3106,,
2166,1,3107,,
2167,1,3108,,
2168,1,3109,,
2169,1,3111,1.0,0.0
2170,1,3112,,
2171,1,3114,1.0,0.0
2172,1,3115,1.0,0.0
2173,1,3116,1.0,0.0
2174,1,3117,1.0,0.0
2175,1,3118,,
2176,1,3119,,
2177,1,3120,1.0,0.0
2178,1,3122,,
2179,1,3123,1.0,0.0
2180,1,3124,,
2181,1,3125,,
2182,1,3126,,
2183,1,3130,,
2184,1,3131,,
2185,1,3132,,
2186,1,3133,,
2187,1,3134,,
2188,1,3136,1.0,0.0
2189,1,3137,1.0,0.0
2190,1,3138,1.0,0.0
2191,1,3139,1.0,0.0
2192,1,3140,1.0,0.0
2193,1,3141,1.0,0.0
2194,1,3142,1.0,0.0
2195,1,3144,,
2196,1,3145,,
2197,1,3147,,
2198,1,3150,1.0,0.0
2199,1,3152,,
2200,0,3153,,
2201,0,3154,,
2202,0,3155,,
2203,0,3157,,
2204,0,3158,,
2205,0,3159,2.0,0.0
2206,1,3161,,
2207,1,3162,,
2208,0,3163,,
2209,0,3165,2.0,1.0
2210,0,3166,1.0,0.0
2211,0,3167,1.0,0.0
2212,0,3168,,
2213,0,3170,2.0,1.0
2214,0,3171,2.0,0.0
2215,0,3172,,
2216,0,3173,1.0,0.0
2217,0,3174,1.0,0.0
2218,0,3175,,
2219,0,3176,1.0,0.0
2220,1,3177,1.0,0.0
2221,0,3179,1.0,0.0
2222,1,3180,,
2223,0,3181,,
2224,0,3182,,
2225,0,3183,,
2226,0,3184,,
2227,0,3185,1.0,0.0
2228,0,3186,,
2229,0,3188,1.0,0.0
2230,0,3189,1.0,0.0
2231,0,3190,1.0,1.0
2232,0,3191,,
2233,0,3192,1.0,0.0
2234,0,3193,,
2235,0,3195,1.0,0.0
2236,1,3196,1.0,1.0
2237,0,3197,1.0,0.0
2238,0,3198,1.0,0.0
2239,1,3199,1.0,1.0
2240,0,3200,1.0,0.0
2241,0,3201,1.0,0.0
2242,0,3205,1.0,0.0
2243,0,3210,,
2244,0,3211,1.0,0.0
2245,1,3212,,
2246,0,3216,,
2247,0,3217,,
2248,0,3218,1.0,0.0
2249,0,3219,,
2250,1,3221,1.0,1.0
2251,0,3222,,
2252,0,3225,,
2253,0,3227,,
2254,0,3229,,
2255,1,3231,,
2256,0,3235,,
2257,1,3236,1.0,0.0
2258,0,3237,,
2259,0,3239,,
2260,1,3240,1.0,0.0
2261,0,3241,,
2262,0,3242,,
2263,0,3243,,
2264,0,3244,,
2265,0,3245,,
2266,1,3248,,
2267,0,3249,1.0,0.0
2268,1,3252,,
2269,1,3253,,
2270,0,3255,,
2271,0,3256,1.0,0.0
2272,0,3259,,
2273,0,3260,,
2274,0,3262,,
2275,0,3263,1.0,0.0
2276,0,3264,,
2277,0,3265,,
2278,0,3266,1.0,0.0
2279,1,3270,,
2280,0,3274,,
2281,0,3275,,
2282,0,3276,,
2283,0,3277,,
2284,0,3278,,
2285,1,3280,1.0,0.0
2286,0,3281,,
2287,0,3282,,
2288,0,3283,1.0,0.0
2289,0,3284,1.0,1.0
2290,0,3285,,
2291,1,3286,,
2292,0,3287,1.0,0.0
2293,0,3288,,
2294,0,3289,,
2295,0,3292,,
2296,0,3295,1.0,1.0
2297,0,3296,,
2298,0,3297,,
2299,1,3299,,
2300,0,3300,1.0,0.0
2301,0,3301,1.0,0.0
2302,0,3302,,
2303,0,3303,1.0,0.0
2304,0,3304,1.0,1.0
2305,0,3308,,
2306,0,3309,1.0,0.0
2307,0,3311,,
2308,0,3312,,
2309,0,3317,1.0,0.0
2310,1,3318,,
2311,1,3319,1.0,1.0
2312,0,3320,,
2313,0,3322,,
2314,0,3323,1.0,0.0
2315,0,3324,1.0,0.0
2316,0,3328,,
2317,0,3329,1.0,0.0
2318,1,3334,,
2319,0,3335,,
2320,0,3336,,
2321,1,3337,1.0,0.0
2322,0,3338,,
2323,0,3339,,
2324,1,3340,1.0,1.0
2325,0,3341,1.0,0.0
2326,0,3342,,
2327,0,3345,1.0,0.0
2328,0,3346,,
2329,1,3347,1.0,0.0
2330,1,3351,1.0,0.0
2331,1,3355,,
2332,0,3356,1.0,0.0
2333,0,3357,,
2334,0,3359,1.0,1.0
2335,0,3361,,
2336,0,3362,,
2337,0,3363,1.0,0.0
2338,0,3364,,
2339,0,3365,,
2340,1,3367,,
2341,1,3368,1.0,0.0
2342,1,3369,1.0,1.0
2343,1,3370,,
2344,0,3372,,
2345,0,3373,,
2346,1,3376,1.0,0.0
2347,0,3377,,
2348,1,3379,1.0,1.0
2349,0,3380,1.0,0.0
2350,0,3381,1.0,0.0
2351,0,3383,1.0,1.0
2352,0,3387,,
2353,0,3388,,
2354,0,3389,,
2355,0,3390,,
2356,1,3391,,
2357,0,3393,,
2358,0,3394,,
2359,0,3395,1.0,0.0
2360,0,3396,,
2361,1,3397,1.0,0.0
2362,0,3398,,
2363,0,3400,,
2364,0,3401,1.0,0.0
2365,0,3402,,
2366,0,3403,,
2367,1,3404,,
2368,0,3405,,
2369,0,3406,,
2370,0,3408,1.0,0.0
2371,0,3410,,
2372,0,3411,,
2373,1,3412,,
2374,1,3413,,
2375,1,3414,,
2376,1,3415,,
2377,1,3417,,
2378,0,3418,,
2379,1,3419,1.0,1.0
2380,0,3421,,
2381,1,3423,,
2382,0,3425,,
2383,0,3428,,
2384,1,3429,,
2385,0,3430,1.0,1.0
2386,1,3431,,
2387,1,3432,,
2388,0,3433,2.0,0.0
2389,0,3435,,
2390,1,3436,1.0,0.0
2391,1,3437,1.0,0.0
2392,1,3439,,
2393,0,3440,,
2394,0,3445,,
2395,1,3446,,
2396,0,3447,,
2397,0,3448,,
2398,0,3450,,
2399,1,3451,,
2400,1,3452,1.0,1.0
2401,1,3455,,
2402,1,3459,,
2403,0,3460,,
2404,1,3462,,
2405,1,3463,,
2406,0,3464,1.0,0.0
2407,1,3465,,
2408,1,3466,,
2409,1,3468,1.0,0.0
2410,1,3469,,
2411,1,3470,,
2412,0,3471,,
2413,0,3472,,
2414,1,3473,2.0,0.0
2415,1,3474,1.0,0.0
2416,0,3475,1.0,0.0
2417,1,3476,,
2418,1,3477,,
2419,1,3478,2.0,0.0
2420,1,3480,,
2421,0,3481,,
2422,1,3482,2.0,0.0
2423,0,3483,1.0,1.0
2424,1,3484,,
2425,0,3485,1.0,0.0
2426,1,3486,,
2427,1,3487,,
2428,1,3489,1.0,0.0
2429,0,3490,,
2430,0,3492,1.0,0.0
2431,0,3493,,
2432,1,3494,,
2433,1,3495,,
2434,1,3497,,
2435,1,3498,1.0,0.0
2436,0,3499,,
2437,1,3500,1.0,0.0
2438,1,3501,1.0,1.0
2439,1,3503,,
2440,1,3504,1.0,0.0
2441,1,3505,1.0,0.0
2442,1,3506,1.0,0.0
2443,1,3508,1.0,1.0
2444,1,3509,,
2445,1,3510,1.0,1.0
2446,1,3512,2.0,0.0
2447,1,3513,,
2448,1,3514,,
2449,1,3517,,
2450,1,3518,,
2451,1,3519,,
2452,1,3520,1.0,0.0
2453,1,3521,,
2454,1,3522,1.0,0.0
2455,1,3523,,
2456,1,3524,,
2457,1,3525,1.0,0.0
