,id,#palabras,#palabras_unicas,#caracteres,#stopwords,#puntuacion,#capitalize,#mayusculas,#silabas,promedio_len_word,#caracteres_especiales
2024,2907,25,23,135,11,2,2,2,27,4.36,2
2025,2908,4,4,23,1,0,1,0,7,4.5,0
2026,2909,17,17,100,4,7,1,3,20,4.823529411764706,7
2027,2910,11,11,75,3,3,4,0,18,5.7272727272727275,3
2028,2911,15,15,88,3,4,5,0,19,4.8,4
2029,2912,11,11,75,3,3,4,0,18,5.7272727272727275,3
2030,2913,11,11,54,4,1,3,1,13,3.8181818181818183,1
2031,2915,21,17,110,4,3,17,0,24,4.190476190476191,3
2032,2916,17,17,103,3,5,3,1,28,4.9411764705882355,5
2033,2917,16,16,98,5,5,4,0,26,5.0625,5
2034,2920,22,20,115,9,2,2,0,26,4.181818181818182,2
2035,2921,10,10,80,0,2,0,10,19,6.8,2
2036,2922,23,23,128,9,5,4,1,31,4.521739130434782,5
2037,2924,11,11,69,2,5,1,0,14,5.181818181818182,5
2038,2925,17,16,115,4,6,2,0,24,5.705882352941177,6
2039,2927,6,6,35,2,3,1,0,8,4.666666666666667,3
2040,2929,10,10,80,0,2,0,10,19,6.8,2
2041,2931,12,12,76,5,2,0,0,18,5.25,2
2042,2932,13,12,65,2,4,3,2,17,3.923076923076923,4
2043,2933,11,11,75,3,3,4,0,18,5.7272727272727275,3
2044,2934,22,22,114,9,3,2,1,26,4.136363636363637,3
2045,2935,10,10,80,0,2,0,10,19,6.8,2
2046,2936,10,10,80,0,2,0,10,19,6.8,2
2047,2937,8,8,53,2,0,6,0,10,5.5,0
2048,2939,22,19,111,9,1,2,1,26,4.0,1
2049,2941,15,15,90,6,3,2,0,21,4.866666666666666,3
2050,2942,7,7,42,0,0,0,7,13,4.857142857142857,0
2051,2943,13,13,97,2,4,4,0,19,6.384615384615385,4
2052,2944,21,21,104,7,0,0,0,28,3.9047619047619047,0
2053,2945,23,23,117,12,3,1,0,34,4.043478260869565,3
2054,2946,10,9,45,3,2,3,5,10,3.4,2
2055,2947,16,15,73,8,3,2,1,16,3.5,3
2056,2948,20,20,120,8,4,2,0,23,4.95,4
2057,2950,28,26,139,12,3,3,0,38,3.9285714285714284,3
2058,2952,26,24,140,12,1,2,0,32,4.346153846153846,1
2059,2953,7,7,35,1,4,2,0,7,3.857142857142857,4
2060,2954,19,19,116,6,4,3,0,28,5.0,4
2061,2955,18,18,119,7,3,0,0,24,5.555555555555555,3
2062,2956,14,13,71,7,3,0,0,20,4.0,3
2063,2957,17,17,130,3,2,0,0,31,6.588235294117647,2
2064,2959,14,13,70,5,0,0,0,14,3.857142857142857,0
2065,2960,18,17,79,3,6,4,2,19,3.3333333333333335,6
2066,2963,16,15,82,6,1,1,0,16,4.0625,1
2067,2965,6,6,36,0,0,0,0,12,4.833333333333333,0
2068,2969,28,25,138,12,2,3,2,28,3.892857142857143,2
2069,2970,16,15,75,6,0,0,0,21,3.625,0
2070,2971,17,17,131,4,6,4,0,34,6.647058823529412,6
2071,2973,13,13,89,2,2,2,0,19,5.769230769230769,2
2072,2974,28,24,118,10,2,3,2,27,3.1785714285714284,2
2073,2975,7,7,30,2,4,0,0,6,3.142857142857143,4
2074,2976,5,5,35,1,3,1,0,9,5.8,3
2075,2980,26,24,134,8,3,1,0,30,4.115384615384615,3
2076,2982,11,10,82,4,2,7,0,19,6.363636363636363,2
2077,2983,27,26,132,11,6,6,1,36,3.8518518518518516,6
2078,2984,13,11,85,5,7,2,0,21,5.461538461538462,7
2079,2987,12,12,55,5,2,0,0,12,3.5,2
2080,2988,4,4,28,0,0,0,4,16,5.75,0
2081,2990,28,25,144,10,7,2,1,29,4.107142857142857,7
2082,2991,7,7,44,1,0,3,0,16,5.142857142857143,0
2083,2992,11,11,67,4,3,3,0,18,5.0,3
2084,2993,8,8,47,1,2,6,0,13,4.75,2
2085,2995,7,7,32,2,1,0,0,9,3.4285714285714284,1
2086,2998,3,3,12,2,0,0,0,3,2.6666666666666665,0
2087,3000,18,17,102,7,5,4,0,25,4.611111111111111,5
2088,3001,7,7,59,1,11,2,0,9,7.285714285714286,11
2089,3003,30,25,142,11,9,3,2,33,3.7,9
2090,3004,24,21,122,0,12,23,3,23,4.041666666666667,12
2091,3005,8,8,43,2,2,2,0,7,4.25,2
2092,3006,6,6,37,1,0,0,0,9,5.0,0
2093,3009,11,11,52,4,0,1,0,9,3.6363636363636362,0
2094,3010,6,6,34,2,0,2,0,12,4.5,0
2095,3011,14,13,64,2,4,7,0,13,3.5,4
2096,3012,10,10,51,6,0,2,0,11,4.0,0
2097,3013,11,11,56,2,0,9,1,13,4.0,0
2098,3014,20,19,115,6,6,6,2,35,4.7,6
2099,3015,4,4,19,0,0,1,1,4,3.5,0
2100,3016,10,10,46,2,1,4,2,11,3.5,1
2101,3018,24,23,120,10,4,2,2,31,3.9583333333333335,4
2102,3019,11,11,76,2,2,2,1,15,5.7272727272727275,2
2103,3021,16,15,98,5,4,1,1,24,5.0625,4
2104,3022,19,17,90,9,1,1,0,18,3.6842105263157894,1
2105,3023,10,10,59,3,1,1,1,15,4.8,1
2106,3025,2,2,20,0,1,1,0,4,8.0,1
2107,3026,3,3,21,1,3,0,0,5,5.666666666666667,3
2108,3027,5,4,26,2,0,0,0,7,4.0,0
2109,3029,12,11,78,0,2,11,1,24,5.416666666666667,2
2110,3030,2,2,20,0,1,0,0,4,8.0,1
2111,3034,8,8,53,2,2,2,0,13,5.5,2
2112,3036,25,25,132,12,1,1,7,37,4.24,1
2113,3037,14,13,86,0,4,11,1,25,5.071428571428571,4
2114,3038,16,16,113,0,12,4,0,28,6.0,12
2115,3039,6,6,41,0,11,1,1,8,5.666666666666667,11
2116,3042,10,10,73,0,1,8,1,21,6.2,1
2117,3043,22,22,114,8,2,2,1,28,4.136363636363637,2
2118,3044,14,14,83,2,4,5,0,21,4.857142857142857,4
2119,3045,8,8,46,0,1,0,7,12,4.625,1
2120,3047,11,11,66,5,1,1,0,14,4.909090909090909,1
2121,3048,13,13,79,4,1,1,1,21,5.0,1
2122,3049,10,10,51,5,2,0,0,9,4.0,2
2123,3051,7,7,34,5,0,0,0,7,3.7142857142857144,0
2124,3052,8,8,57,0,3,2,1,13,6.0,3
2125,3053,22,20,136,6,4,1,0,30,5.136363636363637,4
2126,3054,26,21,132,12,1,1,0,22,4.038461538461538,1
2127,3055,17,16,105,6,4,1,1,22,5.117647058823529,4
2128,3056,22,21,119,3,6,0,10,27,4.181818181818182,6
2129,3057,5,5,48,0,5,5,0,7,8.4,5
2130,3058,21,21,118,7,3,3,3,29,4.571428571428571,3
2131,3059,22,22,140,8,3,1,0,30,5.318181818181818,3
2132,3060,22,19,144,9,6,0,0,26,5.5,6
2133,3061,15,15,80,4,3,2,2,18,4.266666666666667,3
2134,3062,22,20,144,6,4,1,0,30,5.5,4
2135,3064,20,18,112,8,8,1,0,18,4.55,8
2136,3066,8,8,54,2,6,0,0,11,5.625,6
2137,3068,15,15,104,5,3,1,0,28,5.866666666666666,3
2138,3070,7,7,41,2,5,1,0,11,4.714285714285714,5
2139,3071,19,19,107,5,3,5,0,26,4.578947368421052,3
2140,3072,12,12,73,4,6,2,1,11,4.916666666666667,6
2141,3073,2,2,10,0,0,1,0,2,3.5,0
2142,3074,23,22,131,11,0,0,0,22,4.6521739130434785,0
2143,3075,20,18,110,5,4,1,1,24,4.4,4
2144,3077,10,10,75,2,5,1,0,17,6.3,5
2145,3079,2,2,10,0,0,1,0,2,3.5,0
2146,3080,21,20,117,8,4,4,0,31,4.523809523809524,4
2147,3082,10,10,64,2,1,7,0,15,5.3,1
2148,3083,23,22,140,5,3,4,0,36,5.043478260869565,3
2149,3084,6,6,32,0,1,5,0,7,4.166666666666667,1
2150,3085,23,23,123,9,3,1,1,29,4.304347826086956,3
2151,3086,18,18,118,6,5,3,0,28,5.388888888888889,5
2152,3089,19,18,118,6,5,1,2,31,5.157894736842105,5
2153,3090,16,15,94,4,3,1,0,18,4.75,3
2154,3091,15,14,79,8,1,0,0,15,4.2,1
2155,3092,18,16,98,7,0,3,1,26,4.388888888888889,0
2156,3093,18,18,118,6,5,3,0,28,5.388888888888889,5
2157,3095,8,8,52,2,0,2,0,14,5.375,0
2158,3097,16,16,106,3,1,3,0,19,5.5625,1
2159,3099,20,20,109,6,2,2,0,23,4.4,2
2160,3100,18,18,105,5,3,2,0,19,4.777777777777778,3
2161,3101,20,17,112,9,7,1,0,19,4.55,7
2162,3102,20,18,127,6,2,0,3,28,5.3,2
2163,3104,21,19,119,7,6,4,1,26,4.619047619047619,6
2164,3105,16,16,101,2,1,10,0,28,5.25,1
2165,3106,17,15,101,3,18,5,1,24,4.823529411764706,18
2166,3107,12,12,77,0,1,9,1,19,5.333333333333333,1
2167,3108,6,6,36,2,2,1,1,5,4.833333333333333,2
2168,3109,17,15,101,3,18,5,1,24,4.823529411764706,18
2169,3111,13,13,81,4,0,4,1,21,5.153846153846154,0
2170,3112,17,16,103,3,20,5,1,24,4.9411764705882355,20
2171,3114,14,14,75,1,1,12,0,17,4.285714285714286,1
2172,3115,14,14,79,0,1,12,0,21,4.571428571428571,1
2173,3116,14,14,79,0,1,12,0,21,4.571428571428571,1
2174,3117,22,21,136,7,3,4,1,28,5.136363636363637,3
2175,3118,17,16,103,3,20,5,1,24,4.9411764705882355,20
2176,3119,12,12,83,3,3,2,1,16,5.833333333333333,3
2177,3120,14,14,110,1,4,9,1,28,6.785714285714286,4
2178,3122,12,12,81,1,9,0,1,16,5.666666666666667,9
2179,3123,17,17,115,3,6,7,0,32,5.647058823529412,6
2180,3124,12,12,77,4,1,3,1,17,5.25,1
2181,3125,12,12,81,1,3,9,1,24,5.666666666666667,3
2182,3126,17,15,102,3,19,5,1,24,4.882352941176471,19
2183,3130,10,10,63,2,1,4,2,17,5.2,1
2184,3131,10,10,65,3,0,2,1,19,5.4,0
2185,3132,10,10,62,2,3,6,1,16,5.1,3
2186,3133,16,16,95,3,5,6,2,27,4.875,5
2187,3134,8,8,55,2,1,2,1,15,5.75,1
2188,3136,10,10,62,3,1,2,1,14,5.1,1
2189,3137,13,13,81,4,0,4,1,21,5.153846153846154,0
2190,3138,13,13,92,3,6,1,2,18,6.0,6
2191,3139,12,12,81,2,0,4,2,19,5.583333333333333,0
2192,3140,16,16,115,4,5,2,1,28,6.125,5
2193,3141,21,20,138,5,7,5,2,38,5.523809523809524,7
2194,3142,8,8,55,2,0,3,1,16,5.75,0
2195,3144,13,13,84,3,2,2,1,19,5.384615384615385,2
2196,3145,6,6,36,2,0,1,1,7,4.833333333333333,0
2197,3147,19,19,115,3,10,9,3,32,5.0,10
2198,3150,19,18,115,3,9,7,3,28,5.0,9
2199,3152,13,13,71,3,2,5,1,15,4.384615384615385,2
2200,3153,12,12,73,3,3,3,1,14,5.0,3
2201,3154,14,14,68,6,1,0,0,16,3.7857142857142856,1
2202,3155,15,15,78,7,2,2,0,15,4.133333333333334,2
2203,3157,22,19,129,8,3,3,2,25,4.818181818181818,3
2204,3158,7,7,48,0,0,6,1,15,5.714285714285714,0
2205,3159,24,22,140,9,5,2,3,35,4.791666666666667,5
2206,3161,15,15,90,4,4,1,2,20,4.933333333333334,4
2207,3162,6,6,41,0,1,1,0,9,5.666666666666667,1
2208,3163,17,17,109,6,7,1,1,27,5.235294117647059,7
2209,3165,10,10,55,1,1,4,1,14,4.4,1
2210,3166,21,18,115,11,4,2,0,31,4.428571428571429,4
2211,3167,19,19,126,5,6,2,0,32,5.578947368421052,6
2212,3168,4,4,42,0,3,2,0,12,9.25,3
2213,3170,12,11,81,4,4,2,0,22,5.666666666666667,4
2214,3171,22,21,135,7,5,3,0,27,5.090909090909091,5
2215,3172,22,21,98,10,1,1,0,23,3.409090909090909,1
2216,3173,23,21,132,7,3,2,0,27,4.695652173913044,3
2217,3174,14,12,99,5,8,3,0,16,6.0,8
2218,3175,7,7,32,3,0,1,3,6,3.4285714285714284,0
2219,3176,11,11,76,2,1,1,0,21,5.818181818181818,1
2220,3177,19,17,111,6,5,5,0,25,4.684210526315789,5
2221,3179,15,15,90,3,6,4,1,19,4.933333333333334,6
2222,3180,21,17,138,10,6,1,0,28,5.523809523809524,6
2223,3181,20,19,116,8,3,2,0,24,4.75,3
2224,3182,11,11,68,0,1,10,0,16,5.090909090909091,1
2225,3183,14,14,82,5,3,1,0,16,4.785714285714286,3
2226,3184,18,17,108,5,5,7,0,28,4.944444444444445,5
2227,3185,18,17,91,6,2,4,2,20,4.0,2
2228,3186,14,14,65,6,3,3,1,17,3.5714285714285716,3
2229,3188,7,7,41,3,1,1,0,8,4.714285714285714,1
2230,3189,22,21,126,6,7,3,0,27,4.681818181818182,7
2231,3190,15,15,96,5,4,4,1,24,5.333333333333333,4
2232,3191,13,13,113,1,7,5,0,20,7.615384615384615,7
2233,3192,23,22,122,11,7,2,2,27,4.260869565217392,7
2234,3193,19,16,115,6,5,3,1,29,5.0,5
2235,3195,23,22,137,10,1,0,1,31,4.913043478260869,1
2236,3196,19,18,109,11,1,1,0,26,4.684210526315789,1
2237,3197,9,9,66,2,5,1,0,16,6.222222222222222,5
2238,3198,19,18,120,3,5,1,1,27,5.2631578947368425,5
2239,3199,22,22,126,6,9,4,2,25,4.681818181818182,9
2240,3200,24,23,134,7,6,5,1,31,4.458333333333333,6
2241,3201,19,17,118,4,7,9,0,24,5.157894736842105,7
2242,3205,14,14,89,4,3,1,0,15,5.285714285714286,3
2243,3210,14,14,75,4,3,1,0,18,4.285714285714286,3
2244,3211,25,22,134,13,4,1,0,33,4.32,4
2245,3212,7,7,50,1,3,2,0,12,6.0,3
2246,3216,26,23,134,13,4,2,0,32,4.115384615384615,4
2247,3217,23,23,139,8,2,1,0,37,5.0,2
2248,3218,24,23,134,11,5,2,0,34,4.541666666666667,5
2249,3219,24,21,134,12,5,2,0,34,4.541666666666667,5
2250,3221,10,10,57,4,3,2,0,14,4.6,3
2251,3222,24,21,134,12,5,2,0,33,4.541666666666667,5
2252,3225,25,23,125,10,2,6,2,29,3.92,2
2253,3227,10,10,57,4,3,2,0,14,4.6,3
2254,3229,14,14,71,7,0,0,0,13,4.0,0
2255,3231,11,11,75,3,2,2,0,16,5.7272727272727275,2
2256,3235,24,21,134,13,5,1,0,34,4.541666666666667,5
2257,3236,16,16,119,3,5,2,1,28,6.375,5
2258,3237,25,22,134,12,4,2,0,34,4.32,4
2259,3239,24,21,134,12,4,2,0,33,4.541666666666667,4
2260,3240,26,24,134,13,3,2,0,34,4.115384615384615,3
2261,3241,14,14,83,5,5,4,1,12,4.785714285714286,5
2262,3242,10,10,55,3,3,2,0,13,4.4,3
2263,3243,25,22,134,12,4,2,0,32,4.32,4
2264,3244,25,22,134,12,5,2,0,33,4.32,5
2265,3245,17,17,90,7,4,2,1,18,4.235294117647059,4
2266,3248,9,9,61,1,2,4,0,13,5.666666666666667,2
2267,3249,25,23,138,11,4,3,2,34,4.48,4
2268,3252,15,15,96,2,8,2,0,21,5.333333333333333,8
2269,3253,20,18,115,9,5,4,0,26,4.7,5
2270,3255,10,10,84,2,0,5,0,18,7.3,0
2271,3256,14,13,115,2,4,7,0,23,7.142857142857143,4
2272,3259,21,21,140,9,2,5,0,31,5.619047619047619,2
2273,3260,6,6,35,1,2,1,0,9,4.5,2
2274,3262,16,15,115,4,4,6,0,24,6.125,4
2275,3263,19,18,109,8,2,2,1,34,4.684210526315789,2
2276,3264,9,9,48,2,2,2,0,14,4.222222222222222,2
2277,3265,8,8,81,0,2,0,0,14,9.0,2
2278,3266,10,10,84,2,0,5,0,18,7.3,0
2279,3270,10,10,84,2,0,5,0,18,7.3,0
2280,3274,11,11,59,2,1,2,1,15,4.2727272727272725,1
2281,3275,20,20,123,9,4,2,1,32,5.1,4
2282,3276,10,9,58,0,0,1,10,16,4.7,0
2283,3277,9,9,61,2,5,2,0,12,5.666666666666667,5
2284,3278,7,7,38,1,4,1,1,7,4.285714285714286,4
2285,3280,12,12,92,1,5,5,1,22,6.583333333333333,5
2286,3281,19,18,105,8,4,2,0,18,4.368421052631579,4
2287,3282,16,16,107,3,3,7,0,28,5.5625,3
2288,3283,20,20,114,8,6,5,0,27,4.65,6
2289,3284,8,8,55,1,5,2,2,13,5.75,5
2290,3285,8,8,61,0,3,8,0,21,6.5,3
2291,3286,17,16,118,4,4,3,0,30,5.764705882352941,4
2292,3287,6,6,34,1,1,1,1,9,4.5,1
2293,3288,9,9,62,2,0,2,0,14,5.777777777777778,0
2294,3289,16,16,116,2,4,10,0,26,6.1875,4
2295,3292,16,15,111,4,9,6,1,22,5.8125,9
2296,3295,23,22,121,12,3,2,0,36,4.217391304347826,3
2297,3296,24,21,140,10,3,0,0,38,4.791666666666667,3
2298,3297,25,23,141,9,1,4,2,37,4.6,1
2299,3299,20,19,120,7,2,2,0,33,4.95,2
2300,3300,17,15,83,5,1,7,1,26,3.823529411764706,1
2301,3301,23,23,150,5,5,1,0,28,5.478260869565218,5
2302,3302,12,12,85,3,2,1,0,25,6.0,2
2303,3303,10,10,71,3,3,2,0,16,6.0,3
2304,3304,5,5,35,1,6,1,0,7,5.8,6
2305,3308,13,13,71,5,1,1,1,17,4.384615384615385,1
2306,3309,14,14,103,4,7,1,0,27,6.285714285714286,7
2307,3311,14,14,72,5,2,0,0,14,4.071428571428571,2
2308,3312,22,22,117,9,2,4,0,29,4.2727272727272725,2
2309,3317,7,7,35,1,0,1,1,10,3.857142857142857,0
2310,3318,23,23,129,9,8,4,2,28,4.565217391304348,8
2311,3319,18,18,104,8,2,2,2,25,4.722222222222222,2
2312,3320,10,10,55,3,1,3,0,13,4.4,1
2313,3322,19,18,115,7,6,2,0,23,5.0,6
2314,3323,9,9,62,3,0,1,0,15,5.777777777777778,0
2315,3324,14,14,91,4,2,3,0,19,5.428571428571429,2
2316,3328,5,5,31,1,2,2,0,7,5.0,2
2317,3329,19,18,115,7,6,2,0,23,5.0,6
2318,3334,16,15,103,3,2,3,0,23,5.375,2
2319,3335,13,13,71,4,0,2,0,14,4.384615384615385,0
2320,3336,19,16,116,5,4,5,0,27,5.052631578947368,4
2321,3337,16,16,110,1,6,10,0,20,5.75,6
2322,3338,9,9,61,3,1,0,0,14,5.666666666666667,1
2323,3339,19,18,115,7,6,2,0,23,5.0,6
2324,3340,16,16,96,7,1,0,0,23,4.9375,1
2325,3341,6,6,54,1,2,2,0,13,7.666666666666667,2
2326,3342,4,4,30,0,0,4,0,6,6.0,0
2327,3345,8,8,42,2,0,0,0,9,4.125,0
2328,3346,15,15,102,1,7,4,3,24,5.733333333333333,7
2329,3347,8,8,53,1,0,2,1,14,5.5,0
2330,3351,13,13,94,1,1,11,0,21,6.153846153846154,1
2331,3355,10,10,57,2,2,1,1,17,4.6,2
2332,3356,12,12,58,5,0,0,0,18,3.75,0
2333,3357,13,13,92,1,1,4,0,28,6.0,1
2334,3359,10,10,58,2,2,0,0,10,4.7,2
2335,3361,10,10,67,2,5,4,0,19,5.6,5
2336,3362,17,17,131,4,3,2,0,32,6.647058823529412,3
2337,3363,9,9,60,2,0,6,0,17,5.555555555555555,0
2338,3364,10,10,86,0,1,9,0,22,7.4,1
2339,3365,21,20,116,11,1,0,0,26,4.476190476190476,1
2340,3367,14,14,77,4,1,9,0,18,4.428571428571429,1
2341,3368,16,16,110,3,3,2,0,29,5.8125,3
2342,3369,7,7,54,0,7,2,0,13,6.571428571428571,7
2343,3370,13,12,93,4,1,9,0,22,6.076923076923077,1
2344,3372,4,4,43,0,2,1,0,14,9.5,2
2345,3373,17,16,95,4,2,6,0,26,4.529411764705882,2
2346,3376,8,8,62,0,3,7,0,16,6.625,3
2347,3377,5,5,31,1,2,0,0,8,5.0,2
2348,3379,11,11,83,2,4,2,0,25,6.363636363636363,4
2349,3380,5,5,23,0,0,0,0,3,3.4,0
2350,3381,23,20,133,8,2,3,1,33,4.695652173913044,2
2351,3383,16,15,93,7,0,1,0,25,4.75,0
2352,3387,17,16,95,4,2,6,0,26,4.529411764705882,2
2353,3388,20,19,100,6,0,0,2,21,3.95,0
2354,3389,14,14,76,6,3,1,1,17,4.357142857142857,3
2355,3390,8,8,56,0,2,7,0,16,5.875,2
2356,3391,9,9,60,0,0,9,0,18,5.555555555555555,0
2357,3393,18,17,110,7,4,1,0,24,5.0,4
2358,3394,6,6,43,1,1,0,0,11,5.833333333333333,1
2359,3395,12,12,87,3,1,2,0,20,6.166666666666667,1
2360,3396,13,13,78,2,4,9,0,20,4.923076923076923,4
2361,3397,11,11,83,0,0,11,0,19,6.454545454545454,0
2362,3398,18,17,117,3,1,2,0,24,5.444444444444445,1
2363,3400,13,13,82,3,1,6,0,18,5.230769230769231,1
2364,3401,8,8,64,0,1,2,0,13,6.75,1
2365,3402,15,15,96,7,2,1,0,26,5.266666666666667,2
2366,3403,25,23,129,7,4,4,2,28,4.12,4
2367,3404,11,11,60,4,2,3,1,14,4.363636363636363,2
2368,3405,23,23,115,8,6,2,1,25,3.9565217391304346,6
2369,3406,25,23,129,7,4,4,2,28,4.12,4
2370,3408,24,23,127,10,4,1,0,32,4.25,4
2371,3410,16,16,102,6,2,1,0,27,5.3125,2
2372,3411,20,19,132,6,6,2,0,35,5.55,6
2373,3412,13,13,74,1,2,5,1,19,4.615384615384615,2
2374,3413,16,16,99,5,5,5,1,23,5.125,5
2375,3414,25,23,129,7,4,4,2,28,4.12,4
2376,3415,16,15,98,3,5,1,0,28,5.0625,5
2377,3417,13,13,74,1,2,5,1,19,4.615384615384615,2
2378,3418,17,17,114,7,1,1,0,28,5.647058823529412,1
2379,3419,13,13,85,3,3,4,0,22,5.384615384615385,3
2380,3421,25,23,129,7,4,4,2,28,4.12,4
2381,3423,7,7,42,1,0,2,0,12,4.857142857142857,0
2382,3425,25,23,129,7,4,4,2,28,4.12,4
2383,3428,20,19,111,7,5,2,0,28,4.45,5
2384,3429,8,8,46,3,4,2,0,16,4.625,4
2385,3430,16,15,111,5,5,1,0,25,5.875,5
2386,3431,13,13,74,1,2,5,1,19,4.615384615384615,2
2387,3432,14,13,92,2,1,6,0,24,5.5,1
2388,3433,7,7,41,1,0,1,0,14,4.714285714285714,0
2389,3435,9,9,55,0,0,6,1,17,4.888888888888889,0
2390,3436,10,10,54,3,0,2,0,15,4.3,0
2391,3437,16,15,98,3,5,1,0,28,5.0625,5
2392,3439,8,8,51,0,0,1,0,14,5.125,0
2393,3440,21,21,142,7,3,5,0,37,5.714285714285714,3
2394,3445,25,23,129,7,4,4,2,28,4.12,4
2395,3446,10,10,49,0,0,9,1,14,3.8,0
2396,3447,22,21,138,10,5,0,0,32,5.2272727272727275,5
2397,3448,8,8,70,2,5,1,1,15,7.5,5
2398,3450,16,14,92,5,0,0,6,22,4.6875,0
2399,3451,13,13,70,5,3,2,1,17,4.3076923076923075,3
2400,3452,11,11,74,1,2,2,1,16,5.636363636363637,2
2401,3455,13,13,73,5,1,3,1,18,4.538461538461538,1
2402,3459,20,20,106,7,2,2,0,23,4.25,2
2403,3460,15,15,101,1,6,3,0,31,5.666666666666667,6
2404,3462,23,22,131,7,4,1,2,31,4.6521739130434785,4
2405,3463,20,20,122,0,1,0,20,28,5.05,1
2406,3464,15,14,93,6,3,4,0,21,5.133333333333334,3
2407,3465,16,15,90,7,3,2,0,17,4.5625,3
2408,3466,18,18,109,9,3,1,0,22,5.0,3
2409,3468,6,6,43,0,3,3,0,12,6.0,3
2410,3469,17,17,117,2,5,10,2,29,5.823529411764706,5
2411,3470,13,13,78,7,1,1,0,14,4.923076923076923,1
2412,3471,8,8,60,2,5,3,1,17,6.375,5
2413,3472,25,23,142,10,9,1,1,31,4.64,9
2414,3473,7,7,46,2,2,2,0,15,5.428571428571429,2
2415,3474,21,20,120,5,3,3,0,29,4.666666666666667,3
2416,3475,15,14,108,2,6,8,1,23,6.0,6
2417,3476,23,23,137,4,11,4,2,23,4.913043478260869,11
2418,3477,16,16,114,3,6,5,0,25,6.0625,6
2419,3478,24,23,137,7,1,6,1,29,4.666666666666667,1
2420,3480,19,18,109,8,4,3,1,25,4.684210526315789,4
2421,3481,25,23,137,8,2,3,2,34,4.44,2
2422,3482,25,25,132,8,5,4,1,21,4.24,5
2423,3483,7,7,37,2,0,0,0,5,4.142857142857143,0
2424,3484,20,20,98,7,2,2,1,25,3.85,2
2425,3485,15,15,85,5,4,3,2,19,4.6,4
2426,3486,12,12,82,2,0,4,0,21,5.75,0
2427,3487,21,20,108,9,2,3,1,23,4.095238095238095,2
2428,3489,23,23,119,10,3,2,1,28,4.130434782608695,3
2429,3490,18,18,95,10,3,2,1,19,4.222222222222222,3
2430,3492,10,10,49,2,2,6,0,13,3.8,2
2431,3493,13,13,86,3,3,1,0,21,5.538461538461538,3
2432,3494,7,7,58,2,4,1,0,13,7.142857142857143,4
2433,3495,10,10,72,3,2,1,0,17,6.1,2
2434,3497,14,14,70,7,2,0,0,16,3.9285714285714284,2
2435,3498,19,18,115,1,7,4,1,31,5.0,7
2436,3499,22,20,112,10,3,2,0,27,3.9545454545454546,3
2437,3500,15,15,101,2,5,2,2,21,5.666666666666667,5
2438,3501,5,5,33,2,0,0,0,8,5.4,0
2439,3503,9,9,65,0,1,9,0,18,6.111111111111111,1
2440,3504,16,16,103,6,1,4,0,21,5.375,1
2441,3505,9,9,65,0,1,9,0,18,6.111111111111111,1
2442,3506,20,20,115,6,7,5,0,26,4.7,7
2443,3508,12,12,86,0,5,9,1,20,6.083333333333333,5
2444,3509,17,10,110,4,6,2,2,20,5.294117647058823,6
2445,3510,11,11,94,0,3,9,0,25,7.363636363636363,3
2446,3512,10,10,79,0,2,9,0,23,6.8,2
2447,3513,20,18,118,9,4,3,0,25,4.85,4
2448,3514,13,13,84,2,1,5,1,16,5.384615384615385,1
2449,3517,9,9,65,0,1,9,0,18,6.111111111111111,1
2450,3518,21,21,138,3,6,10,1,32,5.523809523809524,6
2451,3519,9,9,62,0,2,1,1,17,5.777777777777778,2
2452,3520,21,21,138,3,6,10,1,32,5.523809523809524,6
2453,3521,20,19,97,10,0,1,1,23,3.8,0
2454,3522,9,9,65,0,1,9,0,18,6.111111111111111,1
2455,3523,17,16,102,0,6,1,15,20,4.823529411764706,6
2456,3524,21,21,138,3,6,10,1,32,5.523809523809524,6
2457,3525,20,18,102,6,4,2,2,24,4.05,4
2458,3526,9,9,64,1,0,3,1,20,6.0,0
2459,3527,17,16,115,2,11,7,0,21,5.705882352941177,11
2460,3528,12,12,88,2,5,2,1,23,6.25,5
2461,3529,16,15,103,2,21,4,0,15,5.25,21
2462,3530,16,15,115,1,5,4,0,30,6.125,5
2463,3531,10,10,62,1,0,2,0,14,5.1,0
2464,3532,19,19,114,2,6,7,0,26,4.947368421052632,6
2465,3533,14,14,100,2,7,5,0,18,6.0,7
2466,3534,17,16,115,2,11,7,0,21,5.705882352941177,11
2467,3535,10,10,62,1,0,2,0,14,5.1,0
2468,3536,12,12,81,2,5,4,0,15,5.666666666666667,5
2469,3537,9,9,64,1,2,5,1,13,6.0,2
2470,3540,10,10,78,1,1,3,1,25,6.7,1
2471,3542,15,15,80,4,2,6,0,21,4.266666666666667,2
2472,3543,17,17,92,7,3,1,0,18,4.352941176470588,3
2473,3544,24,20,129,10,1,3,0,27,4.333333333333333,1
2474,3548,9,9,58,3,3,3,1,10,5.333333333333333,3
2475,3549,13,13,84,2,1,5,1,16,5.384615384615385,1
2476,3550,19,19,114,2,5,7,0,26,4.947368421052632,5
2477,3552,9,9,65,0,1,9,0,18,6.111111111111111,1
2478,3554,23,21,132,9,6,2,0,30,4.695652173913044,6
2479,3555,18,18,119,5,3,4,0,24,5.5,3
2480,3557,20,19,104,6,0,2,10,15,4.1,0
2481,3560,8,8,43,1,5,4,1,9,4.25,5
